Ratio H/L normalized REP_A,Ratio H/L normalized REP_B,Ratio H/L normalized REP_C,Only identified by site,Reverse,Contaminant,Peptides,Sequence coverage [%],Mol. weight [kDa],PEP,Ratio H/L count REP_A,Ratio H/L count REP_B,Ratio H/L count REP_C,Intensity L REP_A,Intensity H REP_A,Intensity L REP_B,Intensity H REP_B,Intensity L REP_C,Intensity H REP_C,Mean,Median,Standard deviation,Coefficient of variation,Median absolute deviation,Minimum,Maximum,Range,Valid values,Protein IDs,Majority protein IDs,Protein names,Gene names,Proteins,Cysteinylation site IDs,Glutathionylation site IDs,Nitro site IDs,Oxidation (M) site IDs,Phospho (STY) site IDs,s-nitrosylation site IDs,GOCC Name2,GOCC Name3,GOCC Name4,GOCC Name5,GOCC Name6,GOCC Name7,GOCC Name8,GOCC Name9,GOCC Name10,GOCC Name11,GOCC Name12,GOCC Name13,GOCC Name14,GOCC Name15,GOCC Name16,GOCC Name17,GOCC Name18,GOCC Name19,GOCC Name20,GOCC Name21,GOCC Name22,GOCC Name23,GOCC Name24,GOCC Name25,GOCC Name26,GOCC Name27,GOCC Name28,GOCC Name29,GOCC Name30,GOCC Name31,GOCC Name32,GOCC Name33,GOCC Name34,GOCC Name35,GOCC Name36,GOCC Name37,GOCC Name38,GOCC Name39,GOCC Name40,GOCC Name41,GOCC Name42,GOCC Name43,GOCC Name44,GOCC Name45,GOCC Name46,GOCC Name47,GOCC Name48,GOCC Name49,GOCC Name50,GOCC Name51,GOCC Name52,GOCC Name53
-0.192892,0.122739,-0.152163,,,,17,24.6,81.889,4.22E-71,23,16,18,12933000,14949000,15338000,20105000,14986000,15065000,-0.0741056,-0.152163,0.171684,-2.31675,0.0407291,-0.192892,0.122739,0.315631,3,P07384;E9PL37;E9PRM1;E9PQB3;E9PLQ6;E9PSA6;E9PJA6;E9PMC6;E9PLC9;E9PJJ3;E9PLX0;E9PIA9,P07384,Calpain-1 catalytic subunit,CAPN1,12,,,,,,,cell part,cytoplasm,intracellular,intracellular part,membrane,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.194476,-0.0875188,-0.000721562,,,,3,15.7,25.569,1.08E-52,4,4,4,5127300,5339000,5544900,5919600,5591800,6146100,-0.0942389,-0.0875188,0.0970521,-1.02985,0.0867972,-0.194476,-0.000721562,0.193755,3,P68402;J3KNE3;P68402-4;P68402-2;P68402-3,P68402;J3KNE3,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH1B2,5,,,,,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.161573,-0.107508,-0.0277044,,,,4,7.6,60.67,1.14E-16,3,4,4,1752300,2213500,2509400,3060900,1851700,2615700,-0.0989283,-0.107508,0.0673452,-0.680748,0.0540646,-0.161573,-0.0277044,0.133868,3,P10155;P10155-4;Q5LJA0;P10155-3;G5E9R9;P10155-2,P10155;P10155-4;Q5LJA0;P10155-3,60 kDa SS-A/Ro ribonucleoprotein,TROVE2,6,,,,,,,cell part,cytoplasm,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,macromolecular complex,membrane-bounded organelle,nucleus,organelle,ribonucleoprotein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0206267,-0.28214,-0.0863388,,,,23,49.7,57.73,0,9,11,11,21045000,32143000,30822000,41207000,22798000,27854000,-0.115951,-0.0863388,0.15354,-1.32418,0.106965,-0.28214,0.0206267,0.302767,3,F5H5D3;Q9BQE3;F8VVB9;F8VS66;F8VRZ4;F8VWV9;F8VX09;F8VRK0;F8W0F6;F8VXB8;F8VYI2;F8VS94;F8VXZ7,F5H5D3;Q9BQE3;F8VVB9,Tubulin alpha-1C chain,TUBA1C;TUBA1B,13,,,,4;6;26;167,,,cell part,cytoplasm,cytoskeletal part,intracellular organelle part,intracellular part,macromolecular complex,microtubule,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.247988,-0.0713909,-0.059931,,,,3,6.4,56.216,4.47E-14,3,2,3,709840,813100,644810,677530,715470,892490,-0.126437,-0.0713909,0.105422,-0.833796,0.0114599,-0.247988,-0.059931,0.188057,3,E7ERF4;P30566;P30566-2;B0QY75,E7ERF4;P30566;P30566-2;B0QY75,Adenylosuccinate lyase,ADSL,4,,,,,,,cell part,cytoplasm,cytoplasmic part,cytosol,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.219035,-0.093602,-0.0762499,,,,23,28.1,125.54,1.35E-84,44,29,27,10480000,12277000,13343000,15905000,8823800,10574000,-0.129629,-0.093602,0.0779124,-0.601042,0.0173521,-0.219035,-0.0762499,0.142785,3,O00410-3;O00410;H0Y8C6;B4E0R6;O00410-2;E7ETV3;E7EV12;E7EQT5;C9JMV5;E7EX05;E7EWK4;E7ETV8;E7ESZ1;E7ESA1;C9JQT6;C9JZD8;H0Y3V4;C9J875;O60518;C9JZ53;C9J5I6;C9JXE0,O00410-3;O00410;H0Y8C6;B4E0R6;O00410-2,Importin-5,IPO5,22,,,122,,,31,cell part,cytoplasm,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane part,membrane-bounded organelle,non-membrane-bounded organelle,nuclear part,nuclear pore,nucleolus,nucleus,organelle,organelle part,pore complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.273099,0.00216244,NaN,,,,2,7.7,38.946,7.82E-06,2,2,1,430570,462980,775040,829900,152670,221820,-0.135468,-0.135468,0.194639,-1.43679,0.137631,-0.273099,0.00216244,0.275262,2,Q9NX46,Q9NX46,Poly(ADP-ribose) glycohydrolase ARH3,ADPRHL2,1,,,,,,,cell part,cytoplasm,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.182933,-0.0726344,-0.172181,,,,10,43,25.831,0,38,29,28,131540000,134480000,167990000,171750000,86740000,88677000,-0.142583,-0.172181,0.0608153,-0.426526,0.0107525,-0.182933,-0.0726344,0.110299,3,J3QQX2;P52565;J3KTF8;J3KRY1;A8MXW0;J3KRE2;J3KS60,J3QQX2;P52565;J3KTF8;J3KRY1;A8MXW0;J3KRE2,Rho GDP-dissociation inhibitor 1,ARHGDIA,7,,,,214,,,cell part,cytoplasm,cytoplasmic part,cytoskeleton,cytosol,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,non-membrane-bounded organelle,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0368662,-0.264027,-0.143213,,,,5,13.3,49.03,2.11E-51,5,5,5,3318200,4022400,3160100,3486800,3692700,4275200,-0.148036,-0.143213,0.113657,-0.76777,0.106347,-0.264027,-0.0368662,0.227161,3,P62495;B7Z7P8;Q96CG1;I3L492;D6RJE8;D6RCB3,P62495;B7Z7P8;Q96CG1,Eukaryotic peptide chain release factor subunit 1,ETF1,6,,,,,,,cell part,cytoplasm,cytoplasmic part,cytosol,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.294686,0.0600474,-0.216149,,,,6,9.1,94.637,6.84E-30,5,4,4,2371500,2592800,4507200,4181600,2878300,3173700,-0.150263,-0.216149,0.186319,-1.23995,0.0785361,-0.294686,0.0600474,0.354733,3,P49589-3;P49589;B4DKY1;A8MVQ3;P49589-2,P49589-3;P49589;B4DKY1;A8MVQ3;P49589-2,"Cysteine--tRNA ligase, cytoplasmic",CARS,5,,,,,,,cell part,cytoplasm,cytoplasmic part,cytosol,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0300004,-0.204349,-0.217944,,,,19,20.3,137.92,6.25E-164,33,31,31,14859000,18580000,17971000,22931000,13475000,14919000,-0.150765,-0.204349,0.104805,-0.69516,0.0135943,-0.217944,-0.0300004,0.187943,3,P23634;P23634-8;P23634-6;P23634-7;P23634-2;P23634-3;P23634-4;P23634-5;P20020;P20020-4;P20020-3;P20020-6;P20020-2;P20020-5;E7ERY9;Q16720;Q16720-4;Q16720-2;Q16720-5;Q16720-3;Q16720-6;Q16720-7;Q16720-8;Q01814;Q01814-5;Q01814-8;Q01814-2;Q01814-6;Q01814-3;Q01814-7;Q01814-4;H0Y7S3;H7BY13;H7BZS8,P23634;P23634-8;P23634-6;P23634-7;P23634-2;P23634-3;P23634-4;P23634-5,Plasma membrane calcium-transporting ATPase 4,ATP2B4,34,,,,,,,cell part,cytoplasm,integral to membrane,integral to plasma membrane,intracellular part,intrinsic to membrane,intrinsic to plasma membrane,membrane,membrane part,plasma membrane,plasma membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0611647,-0.0708453,-0.330683,,,,5,8.3,81.673,9.46E-26,7,4,3,2331700,2815600,3155800,3626000,2191000,1760400,-0.154231,-0.0708453,0.152889,-0.991296,0.00968058,-0.330683,-0.0611647,0.269518,3,C9JIF9;P13798;H7C393;H7C1U0;C9JLK2;F8WEH5,C9JIF9;P13798;H7C393;H7C1U0;C9JLK2,Acylamino-acid-releasing enzyme,APEH,6,,,,,,,cell part,cytoplasm,intracellular organelle part,intracellular part,membrane,nuclear membrane,nuclear part,organelle membrane,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.240077,-0.152885,-0.0853284,,,,13,75.2,18.012,0,32,31,34,364510000,376670000,304710000,316660000,272300000,309740000,-0.15943,-0.152885,0.0775817,-0.486619,0.0675566,-0.240077,-0.0853284,0.154749,3,P62937;C9J5S7;F8WE65;Q567Q0;E5RIZ5;F5H284;Q9Y536,P62937;C9J5S7;F8WE65;Q567Q0,Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase,PPIA,7,,,,839;840;841;842;843,,,cell part,cytoplasm,cytoplasmic part,cytosol,extracellular region,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.218028,-0.038673,-0.224065,,,,10,34.5,35.853,9.09E-104,11,15,11,19867000,21312000,23218000,25279000,19444000,18729000,-0.160255,-0.218028,0.105336,-0.657305,0.00603692,-0.224065,-0.038673,0.185392,3,P15121;E9PCX2;E9PEF9;C9JRZ8;C9JRZ8-2,P15121;E9PCX2;E9PEF9,Aldose reductase,AKR1B1,5,,,,,,,cell part,cytoplasm,cytoplasmic part,cytosol,extracellular region part,extracellular space,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.24684,NaN,-0.0974864,,,,2,8.5,45.283,1.51E-08,2,1,2,1961300,1495700,1190000,1440500,1865200,1771600,-0.172163,-0.172163,0.105609,-0.613425,0.074677,-0.24684,-0.0974864,0.149354,2,O43813;E9PHS0;F8WDS9,O43813;E9PHS0;F8WDS9,LanC-like protein 1,LANCL1,3,,,,,,,cell part,cytoplasm,cytoskeleton,integral to membrane,integral to plasma membrane,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,intrinsic to membrane,intrinsic to plasma membrane,membrane part,membrane-bounded organelle,microtubule cytoskeleton,non-membrane-bounded organelle,nucleus,organelle,plasma membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.289404,-0.17842,-0.0863082,,,,11,43.2,28.763,1.64E-59,9,11,10,5990000,5933800,8963500,9029800,8009500,7696700,-0.184711,-0.17842,0.101694,-0.550557,0.0921122,-0.289404,-0.0863082,0.203096,3,Q9Y3A5;F8WE72;F8WCV5,Q9Y3A5,Ribosome maturation protein SBDS,SBDS,3,,,,,,,cell part,cytoplasm,cytoskeletal part,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,non-membrane-bounded organelle,nuclear part,nucleolus,nucleoplasm,organelle,organelle part,spindle pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.313764,-0.114441,-0.139776,,,,6,23.5,32.668,1.50E-35,5,5,6,2141300,2445900,3610500,3828300,3481400,6528300,-0.189327,-0.139776,0.108507,-0.573122,0.0253349,-0.313764,-0.114441,0.199323,3,P46926;D6RAY7;B7Z3X4;D6RFF8;D6R9P4;E7EVU7;D6RB13;D6R917;Q8TDQ7;Q8TDQ7-2;Q8TDQ7-3,P46926;D6RAY7;B7Z3X4;D6RFF8;D6R9P4;E7EVU7;D6RB13;D6R917,Glucosamine-6-phosphate isomerase 1,GNPDA1,11,,,,,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.322559,-0.323083,-0.0857264,,,,5,10.3,49.908,1.70E-31,4,5,3,8324600,11185000,8839400,11787000,9750500,13312000,-0.24379,-0.322559,0.136887,-0.561496,0.000523359,-0.323083,-0.0857264,0.237356,3,A6NHL2;A6NHL2-2,A6NHL2;A6NHL2-2,Tubulin alpha chain-like 3,TUBAL3,2,,,,4;5;6,,,cell part,cytoplasm,cytoskeletal part,intracellular organelle part,intracellular part,macromolecular complex,microtubule,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.37062,-0.183507,-0.192216,,,,6,58.7,13.802,9.33E-38,6,5,5,9709500,8726200,8073000,8457600,7072900,7732500,-0.248781,-0.192216,0.105605,-0.424491,0.00870964,-0.37062,-0.183507,0.187113,3,P49773;D6RD60;D6RE99;D6REP8;D6RC06,P49773;D6RD60;D6RE99;D6REP8;D6RC06,Histidine triad nucleotide-binding protein 1,HINT1,5,,,,,,,cell part,cytoplasm,cytoskeleton,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,membrane,membrane-bounded organelle,non-membrane-bounded organelle,nucleus,organelle,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.300235,-0.18097,-0.374673,,,,4,20.6,25.868,1.27E-10,4,4,4,886180,806980,766710,731000,915860,795360,-0.285293,-0.300235,0.0977126,-0.3425,0.0744383,-0.374673,-0.18097,0.193704,3,H0Y8X4;O43598;O43598-2,H0Y8X4;O43598;O43598-2,Deoxyribonucleoside 5-monophosphate N-glycosidase,C6orf108;RCL,3,,,,200,,,cell part,cytoplasm,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.140905,-0.383454,-0.332753,,,,7,51.3,14.306,8.90E-80,8,8,6,5810200,6500000,7009100,7454300,5378500,5552300,-0.285704,-0.332753,0.127936,-0.447793,0.0507013,-0.383454,-0.140905,0.242549,3,E5RJD8;O75347;E5RIW3;B4DT30;E5RIX8;E5RHG6,E5RJD8;O75347;E5RIW3;B4DT30,Tubulin-specific chaperone A,TBCA,6,,,,,,,cell part,cytoplasm,cytoskeletal part,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,microtubule,non-membrane-bounded organelle,nuclear part,nucleolus,organelle,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.276538,-0.320973,-0.260809,,,,5,6.4,109.96,2.88E-16,3,6,4,991150,1276200,2120300,2252600,1326000,1481500,-0.286106,-0.276538,0.0312025,-0.109059,0.015729,-0.320973,-0.260809,0.060164,3,O43592;F8WDU6;F5GYW6,O43592,Exportin-T,XPOT,3,,,,,,,cell part,cytoplasm,intracellular organelle part,intracellular part,nuclear part,nucleoplasm,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.257494,-0.335918,-0.335991,,,,4,16.2,32.202,5.69E-15,3,3,4,1954900,2177500,2175900,2033300,2846100,2270300,-0.309801,-0.335918,0.0452992,-0.146221,7.28E-05,-0.335991,-0.257494,0.0784969,3,Q92629-2;Q92629;Q92629-3,Q92629-2;Q92629;Q92629-3,Delta-sarcoglycan,SGCD,3,,,,,,,cell part,cytoplasm,cytoskeleton,integral to membrane,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,intrinsic to membrane,macromolecular complex,membrane,membrane part,non-membrane-bounded organelle,organelle,plasma membrane,plasma membrane part,protein complex,sarcoglycan complex,sarcolemma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.255116,-0.375515,-0.310075,,,,6,50.8,14.192,1.47E-62,5,6,7,4074300,4034800,6627000,5550600,7336700,7015400,-0.313569,-0.310075,0.0602759,-0.192226,0.0549592,-0.375515,-0.255116,0.1204,3,J3KQ18;P30046;B5MC82;A6NHG4;B7Z522;H7C342,J3KQ18;P30046;B5MC82;A6NHG4;B7Z522,D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein,DDT;DDTL,6,,,,,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.582944,-0.159315,-0.221119,,,,64,70.9,74.139,0,359,407,367,589210000,900060000,565830000,1014600000,486960000,803670000,-0.321126,-0.221119,0.228837,-0.712609,0.0618033,-0.582944,-0.159315,0.423629,3,P02545;P02545-3;Q6UYC3;P02545-4;D6RAQ3;H0YAB0;REV__Q5VX52,P02545;P02545-3;Q6UYC3;P02545-4;D6RAQ3,Prelamin-A/C;Lamin-A/C,LMNA,7,,,,295;296;297;298;299;300,121;122;123;124;125,,cell part,cytoplasm,cytoplasmic part,cytoskeletal part,envelope,intermediate filament,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,lamin filament,macromolecular complex,membrane-bounded organelle,nuclear envelope,nuclear part,nucleoplasm,nucleus,organelle,organelle envelope,organelle part,perinuclear region of cytoplasm,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.473711,-0.239379,-0.255598,,,,20,58.3,35.882,0,43,25,23,35619000,31816000,42021000,40447000,35857000,40763000,-0.322896,-0.255598,0.130861,-0.405274,0.0162189,-0.473711,-0.239379,0.234332,3,P09525;Q6P452;B4DDF9,P09525;Q6P452;B4DDF9,Annexin A4;Annexin,ANXA4,3,,,,429;430;431,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.432649,-0.320252,-0.225987,,,,11,20.7,84.375,3.87E-78,14,12,13,6012400,5174500,12310000,11405000,8274700,7943800,-0.326296,-0.320252,0.103464,-0.317085,0.094265,-0.432649,-0.225987,0.206662,3,G3V180;G3V1D3;Q9NY33;Q9NY33-4;Q9NY33-2;E9PQ14;E9PPK9;E9PKK8;E9PNX5;E9PQF2,G3V180;G3V1D3;Q9NY33;Q9NY33-4,Dipeptidyl peptidase 3,DPP3,10,,,,,,,cell part,cytoplasm,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane,membrane-bounded organelle,nucleus,organelle,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.539205,-0.220866,-0.270486,,,,5,10.4,74.797,2.90E-18,5,5,4,3865500,3886400,4900800,5620500,3756800,3535800,-0.343519,-0.270486,0.171275,-0.49859,0.04962,-0.539205,-0.220866,0.318339,3,Q9NQW7-3;Q9NQW7;Q5T6H7;G8JLB2;Q9NQW7-2;Q5T6H2;Q5T6H3,Q9NQW7-3;Q9NQW7;Q5T6H7;G8JLB2;Q9NQW7-2,Xaa-Pro aminopeptidase 1,XPNPEP1,7,,,,,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.454605,-0.329885,-0.268191,,,,8,44.1,26.097,3.93E-54,11,8,8,3034100,2815900,6372500,5383200,3722600,3376900,-0.350894,-0.329885,0.094966,-0.270641,0.0616937,-0.454605,-0.268191,0.186414,3,F6XZQ7;P28161;E9PHN6;P28161-2;E9PHN7;E9PLF1;E9PGV1;Q5T8R1;E7EWW9;P46439;P09488;Q03013;Q5T8Q9;Q03013-2;P09488-2;Q4JNT8;B9ZVX7;H3BQT3,F6XZQ7;P28161;E9PHN6;P28161-2;E9PHN7;E9PLF1,Glutathione S-transferase Mu 2,GSTM2,18,,,,,,,cell part,cytoplasm,cytoplasmic part,cytosol,endoplasmic reticulum membrane,endoplasmic reticulum part,intracellular organelle part,intracellular part,membrane,membrane part,organelle membrane,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.422018,-0.384471,-0.25056,,,,7,24.9,32.66,2.68E-24,5,10,5,5978500,6121300,9032400,9165300,6450200,6661600,-0.35235,-0.384471,0.0901291,-0.255795,0.0375471,-0.422018,-0.25056,0.171458,3,Q15181;Q5SQT6,Q15181,Inorganic pyrophosphatase,PPA1,2,,,,,,,cell part,cytoplasm,cytoplasmic part,cytosol,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.509245,-0.223424,-0.32469,,,,5,64.3,11.139,2.69E-142,7,7,7,33165000,28429000,40620000,40596000,31014000,28777000,-0.352453,-0.32469,0.144919,-0.411172,0.101266,-0.509245,-0.223424,0.285821,3,P04080,P04080,Cystatin-B,CSTB,1,,,,,,,cell part,cytoplasm,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,non-membrane-bounded organelle,nuclear part,nucleolus,organelle,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.615884,-0.214726,-0.305771,,,,25,54.8,39.837,0,135,183,136,630300000,781650000,891140000,875680000,718500000,777820000,-0.378793,-0.305771,0.210312,-0.555216,0.0910449,-0.615884,-0.214726,0.401158,3,P00338-3;P00338;P00338-4;F5H308;P00338-2;P00338-5;F5GXY2;F5GYU2;F5GXH2;F5H6W8;F5H5J4;F5GZQ4;F5GWW2;F5GXC7;F5H8H6;F5GXU1;Q6ZMR3;P07864;F5H245;G3XAP5;F5H155;F5H5G7,P00338-3;P00338;P00338-4;F5H308;P00338-2;P00338-5;F5GXY2;F5GYU2,L-lactate dehydrogenase A chain;L-lactate dehydrogenase,LDHA,22,,,,279;280;281;282,,,cell part,cytoplasm,cytoplasmic part,cytosol,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.289527,-0.524957,-0.342525,,,,24,56.6,49.906,0,9,11,10,17988000,22098000,20285000,21576000,19943000,22367000,-0.38567,-0.342525,0.123502,-0.320228,0.0529972,-0.524957,-0.289527,0.235429,3,Q13885;Q9BVA1,Q13885;Q9BVA1,Tubulin beta-2A chain;Tubulin beta-2B chain,TUBB2A;TUBB2B,2,,,,175;176;178;179;180;181;183;184;185;186;854;906;907;908,,,cell part,cytoplasm,cytoskeletal part,intracellular organelle part,intracellular part,macromolecular complex,microtubule,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.530385,-0.422134,-0.249736,,,,5,15.6,42.142,4.94E-30,2,2,2,2454400,1761300,1879100,1626300,2011800,1812400,-0.400752,-0.422134,0.141541,-0.353188,0.108251,-0.530385,-0.249736,0.280648,3,P50148;B1AM21,P50148,Guanine nucleotide-binding protein G(q) subunit alpha,GNAQ,2,,,,,,,cell part,cytoplasm,extrinsic to internal side of plasma membrane,extrinsic to membrane,extrinsic to plasma membrane,heterotrimeric G-protein complex,intracellular part,macromolecular complex,membrane part,plasma membrane part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.39684,-0.470649,-0.354723,,,,9,23.7,48.713,2.25E-50,11,10,10,8495900,8434800,9366600,9036900,8032500,7551600,-0.407404,-0.39684,0.0586806,-0.144035,0.0421175,-0.470649,-0.354723,0.115926,3,Q12765-2;Q12765;Q12765-3;B4DIV7;C9K052;C9J7U9;B8ZZP4,Q12765-2;Q12765;Q12765-3;B4DIV7,Secernin-1,SCRN1,7,,,,,,,cell part,cytoplasm,intracellular organelle part,intracellular part,membrane,nuclear membrane,nuclear part,organelle membrane,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.383473,-0.48999,-0.379376,,,,7,50.3,17.306,2.35E-120,10,8,10,11342000,9480700,8278100,6240600,16559000,13897000,-0.417613,-0.383473,0.0627138,-0.150172,0.00409684,-0.48999,-0.379376,0.110614,3,B1AKZ3;Q15121;B1AKZ5,B1AKZ3;Q15121;B1AKZ5,Astrocytic phosphoprotein PEA-15,PEA15,3,,,,935,,,cell part,cytoplasm,cytoskeletal part,intracellular organelle part,intracellular part,macromolecular complex,microtubule associated complex,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.88702,-0.258977,-0.150625,,,,11,21.5,42.003,7.36E-155,13,11,11,565380000,660330000,624790000,408460000,462070000,631850000,-0.432207,-0.258977,0.397587,-0.919899,0.108352,-0.88702,-0.150625,0.736395,3,Q562R1,Q562R1,Beta-actin-like protein 2,ACTBL2,1,,,,110;114;115,,,cell part,cytoplasm,cytoskeleton,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,non-membrane-bounded organelle,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.706959,-0.347454,-0.323588,,,,12,56,26.559,7.77E-113,15,14,13,15068000,11085000,17804000,15184000,10293000,8636100,-0.459334,-0.347454,0.214782,-0.467594,0.0238658,-0.706959,-0.323588,0.383371,3,P21266,P21266,Glutathione S-transferase Mu 3,GSTM3,1,,,,550,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.587446,-0.395663,-0.415326,,,,5,67.5,12.774,3.08E-54,5,5,5,5022600,3970800,6697800,6079000,6759600,6337900,-0.466145,-0.415326,0.105509,-0.226343,0.0196632,-0.587446,-0.395663,0.191783,3,O75368,O75368,SH3 domain-binding glutamic acid-rich-like protein,SH3BGRL,1,,,,,,,cell part,cytoplasm,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.868121,-0.189269,-0.393179,,,,2,6.7,30.381,2.02E-05,2,2,2,426890,323610,466750,510850,331190,275610,-0.483523,-0.393179,0.348327,-0.720393,0.20391,-0.868121,-0.189269,0.678852,3,Q9UBV8,Q9UBV8,Peflin,PEF1,1,,,,,,,cell part,cytoplasm,intracellular part,membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.602964,-0.431695,-0.430276,,,,37,45.4,96.695,4.99E-226,49,56,46,48592000,42918000,39098000,36623000,33871000,31867000,-0.488312,-0.431695,0.0992942,-0.203342,0.0014199,-0.602964,-0.430276,0.172688,3,P11216;H0Y4Z6,P11216,"Glycogen phosphorylase, brain form",PYGB,2,,,,,,,cell part,cytoplasm,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
